time,current,latWgs84,lonWgs84
2025-12-16T22:30:57.909Z,38421258,45.561313,18.669819
2025-12-16T22:34:07.913Z,38552086,45.561313,18.669819
2025-12-16T23:24:17.771Z,38421252,45.561313,18.669819
2025-12-16T23:24:08.243Z,38552086,45.561313,18.669819
2025-12-17T00:14:08.542Z,38552086,45.561313,18.669819
2025-12-17T00:20:58.862Z,38552086,45.561313,18.669819
2025-12-17T00:45:10.252Z,192151123,,
2025-12-17T00:45:38.647Z,192151123,,
2025-12-17T00:46:54.681Z,192151123,,
2025-12-17T00:46:54.680Z,192151123,,
2025-12-17T00:48:03.771Z,192151123,,
2025-12-17T00:50:58.715Z,192151123,,
2025-12-17T01:04:17.912Z,38421258,45.561313,18.669819
2025-12-17T01:04:08.952Z,38552086,45.561313,18.669819
2025-12-17T01:54:12.101Z,38552086,45.561313,18.669819
2025-12-17T01:54:09.202Z,38552086,45.561313,18.669819
2025-12-17T02:10:59.171Z,38552086,45.561313,18.669819
2025-12-17T02:44:09.843Z,38552086,45.561313,18.669819
2025-12-17T03:34:10.723Z,38552086,45.561313,18.669819
2025-12-17T04:01:00.093Z,38552086,45.561313,18.669819
2025-12-17T04:24:19.388Z,38421258,45.561313,18.669819
2025-12-17T04:24:11.273Z,38552086,45.561313,18.669819
2025-12-17T05:14:11.692Z,38552086,45.561313,18.669819
2025-12-17T05:51:03.563Z,38421258,45.561313,18.669819
2025-12-17T05:51:00.642Z,38552086,45.561313,18.669819
2025-12-17T06:04:17.737Z,38421258,45.561313,18.669819
2025-12-17T06:04:11.903Z,38552086,45.561313,18.669819
2025-12-17T06:54:20.133Z,38579461,45.555534,18.670826
2025-12-17T06:54:12.619Z,38568727,45.555534,18.670826
2025-12-17T07:16:45.799Z,38568982,45.549325,18.693934
2025-12-17T07:16:48.298Z,38568982,45.549325,18.693934
2025-12-17T07:16:46.041Z,38568982,45.549325,18.693934
2025-12-17T07:41:01.879Z,38568982,45.549325,18.693934
2025-12-17T07:44:14.839Z,38568982,45.549325,18.693934
2025-12-17T08:34:16.643Z,38568982,45.549325,18.693934
2025-12-17T09:24:16.999Z,38568982,45.549325,18.693934
2025-12-17T09:31:02.531Z,38568982,45.549325,18.693934
2025-12-17T10:14:17.286Z,38568982,45.549325,18.693934
2025-12-17T10:43:00.114Z,141031430,,
